계획ID,접수일자,연도,이벤트명,이벤트유형,이벤트군,발송기관,발송순서,발송일수,발송일수_구분,일별배분비율,계획총예상추가물량_낮음,계획총예상추가물량_기준,계획총예상추가물량_높음,예상추가물량_낮음,예상추가물량_기준,예상추가물량_높음,배분비율산정방법,배분이력표본수,배분이력기준종료일,계획상태,모델입력사용가능,확신수준,원천데이터관측여부
BDP-029,2025-08-08,2025,정기분 주민세,주거형,세금,대전광역시 5개 자치구 세무부서,1,5,영업일,0.0152690596,486212,607765,729318,7424,9280,11136,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-08-14,과거백테스트계획,1,보통,1
BDP-029,2025-08-11,2025,정기분 주민세,주거형,세금,대전광역시 5개 자치구 세무부서,2,5,영업일,0.0768405551,486212,607765,729318,37361,46701,56041,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-08-14,과거백테스트계획,1,보통,1
BDP-029,2025-08-12,2025,정기분 주민세,주거형,세금,대전광역시 5개 자치구 세무부서,3,5,영업일,0.843539855,486212,607765,729318,410139,512674,615209,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-08-14,과거백테스트계획,1,보통,1
BDP-029,2025-08-13,2025,정기분 주민세,주거형,세금,대전광역시 5개 자치구 세무부서,4,5,영업일,0.0,486212,607765,729318,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-08-14,과거백테스트계획,1,보통,1
BDP-029,2025-08-14,2025,정기분 주민세,주거형,세금,대전광역시 5개 자치구 세무부서,5,5,영업일,0.0643505302,486212,607765,729318,31288,39110,46932,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-08-14,과거백테스트계획,1,보통,1
BDP-030,2025-08-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,13744,106465,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-030,2025-08-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,13744,106465,0,13744,106465,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-030,2025-08-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,13744,106465,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,0
BDP-030,2025-08-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,13744,106465,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,0
BDP-030,2025-08-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,13744,106465,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,10,2025-05-25,과거백테스트계획,1,높음,1
BDP-031,2025-09-09,2025,재산세(토지),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,1,5,영업일,0.0437371235,440724,550905,661086,19276,24095,28914,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-09-13,과거백테스트계획,1,보통,1
BDP-031,2025-09-10,2025,재산세(토지),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,2,5,영업일,0.6975767147,440724,550905,661086,307439,384299,461158,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-09-13,과거백테스트계획,1,보통,1
BDP-031,2025-09-11,2025,재산세(토지),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,3,5,영업일,0.0969232445,440724,550905,661086,42716,53395,64075,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-09-13,과거백테스트계획,1,보통,1
BDP-031,2025-09-12,2025,재산세(토지),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,4,5,영업일,0.1544222688,440724,550905,661086,68058,85072,102086,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-09-13,과거백테스트계획,1,보통,1
BDP-031,2025-09-15,2025,재산세(토지),주거형(혼합),세금,대전광역시 5개 자치구 세무부서,5,5,영업일,0.0073406486,440724,550905,661086,3235,4044,4853,동일 이벤트 과거 발송분포의 순서별 중앙값,1,2024-09-13,과거백테스트계획,1,보통,1
BDP-032,2025-09-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,13997,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,11,2025-08-25,과거백테스트계획,1,높음,0
BDP-032,2025-09-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,13997,105368,0,13997,105368,동일 이벤트 과거 발송분포의 순서별 중앙값,11,2025-08-25,과거백테스트계획,1,높음,1
BDP-032,2025-09-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,13997,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,11,2025-08-25,과거백테스트계획,1,높음,1
BDP-032,2025-09-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,13997,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,11,2025-08-25,과거백테스트계획,1,높음,1
BDP-032,2025-09-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,13997,105368,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,11,2025-08-25,과거백테스트계획,1,높음,1
BDP-033,2025-10-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,14250,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,12,2025-09-25,과거백테스트계획,1,높음,1
BDP-033,2025-10-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,14250,104270,0,14250,104270,동일 이벤트 과거 발송분포의 순서별 중앙값,12,2025-09-25,과거백테스트계획,1,높음,1
BDP-033,2025-10-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,14250,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,12,2025-09-25,과거백테스트계획,1,높음,1
BDP-033,2025-10-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,14250,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,12,2025-09-25,과거백테스트계획,1,높음,1
BDP-033,2025-10-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,14250,104270,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,12,2025-09-25,과거백테스트계획,1,높음,0
BDP-034,2025-11-21,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),1,5,달력일,0.0,0,15830,101040,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,13,2025-10-25,과거백테스트계획,1,높음,1
BDP-034,2025-11-22,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),2,5,달력일,1.0,0,15830,101040,0,15830,101040,동일 이벤트 과거 발송분포의 순서별 중앙값,13,2025-10-25,과거백테스트계획,1,높음,0
BDP-034,2025-11-23,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),3,5,달력일,0.0,0,15830,101040,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,13,2025-10-25,과거백테스트계획,1,높음,0
BDP-034,2025-11-24,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),4,5,달력일,0.0,0,15830,101040,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,13,2025-10-25,과거백테스트계획,1,높음,1
BDP-034,2025-11-25,2025,사회보험료 통합,혼합형,사회보험,국민건강보험공단(사회보험 통합징수),5,5,달력일,0.0,0,15830,101040,0,0,0,동일 이벤트 과거 발송분포의 순서별 중앙값,13,2025-10-25,과거백테스트계획,1,높음,1
