date,시구,행정동,담당 우체국명,event_type,allocation_event_type,plan_ids,집배원수,세대수,사업체수,면적 (㎢),행정동_위도,행정동_경도,담당 우체국 위도,담당 우체국 경도,office_dong_distance_km,no_event_allocated_volume,allocated_volume_low,allocated_volume_base,allocated_volume_high,event_added_volume_base,no_event_volume_per_courier,volume_per_courier_low,volume_per_courier_base,volume_per_courier_high,event_added_volume_per_courier_base,no_event_load_score,load_score_base,distance_score,area_score,no_event_relative_lt_risk_index,relative_lt_risk_index_low,relative_lt_risk_index_base,relative_lt_risk_index_high,event_risk_delta_low,event_risk_delta_base,event_risk_delta_high,relative_risk_level_low,relative_risk_level_base,relative_risk_level_high,daily_priority_rank_low,daily_priority_rank_base,daily_priority_rank_high,event_uplift_rank_low,event_uplift_rank_base,event_uplift_rank_high
2026-04-21,동구,용운동,대전우체국,사회보험료 통합,혼합형,BDP-040,5.244,10330,1805,3.47,36.3334543818643,127.46197998935912,36.3289462,127.433855,2.569,656.942479233627,656.942479233627,707.923380383768,960.6383905903406,50.98,125.28,125.28,135.0,183.19,9.72,29.381,33.613,45.679,69.136,36.616,36.616,39.579,52.309,0.0,2.963,15.693,Normal,Normal,Normal,39,38,36,39,21,22
2026-04-21,서구,월평1동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,4.902,7630,2176,2.8,36.34361442053737,127.35652623378532,36.3518707,127.3862544,2.816,612.4229985909051,612.4229985909051,653.6194317741175,857.8323192966268,41.2,124.93,124.93,133.34,175.0,8.41,29.26,32.985,50.617,63.58,36.963,36.963,39.571,51.259,0.0,2.608,14.296,Normal,Normal,Normal,38,39,40,38,46,54
2026-04-21,중구,부사동,서대전우체국,사회보험료 통합,혼합형,BDP-040,2.507,3421,1274,1.14,36.311544139658,127.43267478703264,36.3344823,127.3979405,4.024,319.614874276142,319.614874276142,339.339252595047,437.11403404703367,19.72,127.49,127.49,135.36,174.36,7.87,30.378,33.806,64.198,29.63,37.067,37.067,39.467,50.43,0.0,2.4,13.363,Normal,Normal,Normal,37,40,42,37,60,69
2026-04-21,중구,문화2동,서대전우체국,사회보험료 통합,혼합형,BDP-040,2.883,5924,949,1.46,36.3074818325631,127.40249279950352,36.3344823,127.3979405,3.03,363.7430210355128,363.7430210355128,392.61749434452963,535.7497782464475,28.87,126.17,126.17,136.18,185.83,10.01,29.757,34.182,54.321,40.741,35.768,35.768,38.866,51.87,0.0,3.098,16.102,Normal,Normal,Normal,41,41,39,41,15,12
2026-04-21,동구,가양2동,대전우체국,사회보험료 통합,혼합형,BDP-040,5.169,9766,1863,1.68,36.34844195921923,127.45406473342942,36.3289462,127.433855,2.824,644.7003404623573,644.7003404623573,693.5554619683309,935.7328705956265,48.86,124.72,124.72,134.18,181.03,9.46,29.198,33.291,51.852,49.383,35.747,35.747,38.612,51.17,0.0,2.865,15.423,Normal,Normal,Normal,42,42,41,42,31,29
2026-04-21,유성구,온천2동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,12.0,21408,4850,7.0,36.36963958741781,127.35154276208392,36.354967,127.344751,1.741,1528.864726757093,1528.864726757093,1639.1784063945386,2186.009122340495,110.31,127.41,127.41,136.6,182.17,9.19,30.352,34.387,25.926,81.481,34.58,34.58,37.404,49.407,0.0,2.824,14.827,Normal,Normal,Normal,43,43,43,43,34,44
2026-04-21,중구,대흥동,서대전우체국,사회보험료 통합,혼합형,BDP-040,5.081,7428,2488,1.2,36.32303594098726,127.42376622963994,36.3344823,127.3979405,2.641,651.9890194592409,651.9890194592409,693.6475786520549,900.151249126581,41.66,128.32,128.32,136.52,177.16,8.2,30.794,34.343,46.914,33.951,34.334,34.334,36.818,47.979,0.0,2.484,13.645,Normal,Normal,Normal,44,44,46,44,55,65
2026-04-21,동구,용전동,대전우체국,사회보험료 통합,혼합형,BDP-040,6.505,11770,2478,1.2,36.35408965503487,127.43427686988466,36.3289462,127.433855,2.796,812.1133486325651,812.1133486325651,871.9712703125988,1168.6901384974562,59.86,124.84,124.84,134.05,179.66,9.21,29.242,33.237,49.383,33.951,33.741,33.741,36.538,48.903,0.0,2.797,15.162,Normal,Normal,Normal,47,45,44,47,37,33
2026-04-21,서구,변동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,4.423,6538,1992,1.48,36.328007494086265,127.38031550817612,36.3518707,127.3862544,2.706,544.0042375339528,544.0042375339528,579.8400090057866,757.4798142849019,35.84,122.99,122.99,131.1,171.26,8.11,28.731,32.064,48.148,41.975,33.939,33.939,36.272,47.649,0.0,2.333,13.71,Normal,Normal,Normal,45,46,50,45,66,64
2026-04-21,유성구,원신흥동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,6.139,13553,1902,2.8,36.342709122769634,127.34600489222665,36.354967,127.344751,1.368,791.5593229786582,791.5593229786582,856.4880273276841,1178.3430320860343,64.93,128.94,128.94,139.52,191.94,10.58,31.119,36.289,22.222,63.58,32.586,32.586,36.205,48.887,0.0,3.619,16.301,Normal,Normal,Normal,49,47,45,49,3,8
2026-04-21,중구,문창동,서대전우체국,사회보험료 통합,혼합형,BDP-040,2.106,2508,1167,0.46,36.31790880166801,127.4362154090174,36.3344823,127.3979405,3.893,269.4799744535817,269.4799744535817,284.9191843198172,361.4521602167397,15.44,127.96,127.96,135.29,171.63,7.33,30.593,33.77,61.728,0.0,33.761,33.761,35.985,46.298,0.0,2.224,12.537,Normal,Normal,Normal,46,48,54,46,72,74
2026-04-21,중구,은행선화동,서대전우체국,사회보험료 통합,혼합형,BDP-040,7.136,8398,4045,1.49,36.33143970182906,127.42056045109832,36.3344823,127.3979405,2.054,923.0730326754216,923.0730326754216,975.3478866524471,1234.4770891246665,52.27,129.35,129.35,136.68,172.99,7.33,31.312,34.445,35.802,43.21,33.4,33.4,35.593,45.768,0.0,2.193,12.368,Normal,Normal,Normal,48,49,55,48,73,78
2026-04-21,서구,갈마1동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,6.037,11924,2099,1.5,36.34862288787222,127.36583843348868,36.3518707,127.3862544,1.864,760.6491714249516,760.6491714249516,819.5618353580729,1111.595011141078,58.91,126.0,126.0,135.76,184.13,9.76,29.676,34.0,33.333,45.062,31.946,31.946,34.973,47.688,0.0,3.027,15.742,Normal,Normal,Normal,51,50,49,51,20,21
2026-04-21,서구,만년동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,3.92,6100,1771,1.71,36.368389886465586,127.3828053708733,36.3518707,127.3862544,1.863,494.3471400605236,494.3471400605236,527.4143566202895,691.3302894868682,33.07,126.11,126.11,134.54,176.36,8.43,29.731,33.43,32.099,50.617,32.293,32.293,34.882,46.517,0.0,2.589,14.224,Normal,Normal,Normal,50,51,53,50,49,57
2026-04-21,서구,월평3동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,3.163,7609,817,0.9,36.36119431302878,127.36746455321634,36.3518707,127.3862544,1.976,406.5473028980856,406.5473028980856,441.94615523356873,617.4201293580501,35.4,128.53,128.53,139.72,195.2,11.19,30.929,36.432,34.568,20.988,30.663,30.663,34.515,47.792,0.0,3.852,17.129,Normal,Normal,Normal,55,52,47,55,2,2
2026-04-21,동구,판암2동,대전우체국,사회보험료 통합,혼합형,BDP-040,2.055,5130,469,0.76,36.32116846444311,127.45481653995778,36.3289462,127.433855,2.067,261.74654068035204,261.74654068035204,285.26875456907385,401.86960682672526,23.52,127.37,127.37,138.82,195.56,11.45,30.33,35.844,37.037,14.815,30.12,30.12,33.98,47.769,0.0,3.86,17.649,Normal,Normal,Normal,57,53,48,57,1,1
2026-04-21,서구,내동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,4.755,9542,1611,0.99,36.33439858110368,127.37754674587718,36.3518707,127.3862544,2.094,598.3311420139034,598.3311420139034,645.1865182419647,877.451084276897,46.86,125.83,125.83,135.69,184.53,9.86,29.596,33.96,39.506,22.222,30.841,30.841,33.895,46.749,0.0,3.054,15.908,Normal,Normal,Normal,54,54,51,54,17,17
2026-04-21,대덕구,석봉동,대전대덕우체국,사회보험료 통합,혼합형,BDP-040,3.632,6682,1250,1.22,36.44937602135271,127.42369434147474,36.4474738,127.4003943,2.095,437.38553303274017,437.38553303274017,470.7090194705579,635.8952956105277,33.32,120.43,120.43,129.6,175.08,9.17,28.198,31.415,40.741,35.802,31.467,31.467,33.719,46.519,0.0,2.252,15.052,Normal,Normal,Normal,52,55,52,52,69,35
2026-04-21,유성구,온천1동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,11.938,17734,5662,5.0,36.35628949086425,127.3336193903544,36.354967,127.344751,1.008,1514.6411966212788,1514.6411966212788,1612.9311977179989,2100.159906312393,98.29,126.88,126.88,135.11,175.92,8.23,30.107,33.667,9.877,74.074,30.458,30.458,32.95,44.327,0.0,2.492,13.869,Normal,Normal,Normal,56,56,60,56,54,63
2026-04-21,대덕구,목상동,대전대덕우체국,사회보험료 통합,혼합형,BDP-040,3.199,3154,1965,5.79,36.43993740673555,127.40305896551196,36.4474738,127.4003943,0.871,413.95814926514544,413.95814926514544,435.4638132937875,542.0685217608204,21.51,129.4,129.4,136.12,169.45,6.72,31.338,34.146,6.173,77.778,30.949,30.949,32.915,42.297,0.0,1.966,11.348,Normal,Normal,Normal,53,57,66,53,78,79
2026-04-21,서구,가장동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,2.493,4775,892,0.57,36.33163295860545,127.38831253446264,36.3518707,127.3862544,2.258,312.3686509746904,312.3686509746904,336.1765427602569,454.1935153882459,23.81,125.3,125.3,134.85,182.19,9.55,29.388,33.565,44.444,2.469,29.707,29.707,32.631,45.21,0.0,2.924,15.503,Normal,Normal,Normal,59,58,58,59,24,26
2026-04-21,동구,홍도동,대전우체국,사회보험료 통합,혼합형,BDP-040,3.183,6209,1109,0.63,36.34812922119385,127.42576115402429,36.3289462,127.433855,2.253,398.49876801418543,398.49876801418543,429.24275108931784,581.6422932971216,30.74,125.2,125.2,134.85,182.73,9.65,29.344,33.565,43.21,4.938,29.677,29.677,32.631,45.309,0.0,2.954,15.632,Normal,Normal,Normal,60,59,57,60,23,24
2026-04-21,동구,자양동,대전우체국,사회보험료 통합,혼합형,BDP-040,3.352,6951,1063,1.15,36.33836164172759,127.45014644283584,36.3289462,127.433855,1.796,419.17804479208144,419.17804479208144,452.8460251643295,619.7399758685299,33.67,125.05,125.05,135.1,184.89,10.05,29.308,33.667,28.395,30.864,29.281,29.281,32.332,45.483,0.0,3.051,16.202,Normal,Normal,Normal,61,60,56,61,18,11
2026-04-21,서구,용문동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,3.702,7131,1318,1.01,36.33881252746284,127.3984704509078,36.3518707,127.3862544,1.818,464.3620636207842,464.3620636207842,499.85754230372953,675.8104983181779,35.5,125.44,125.44,135.02,182.55,9.58,29.45,33.613,29.63,24.691,29.01,29.01,31.924,44.548,0.0,2.914,15.538,Normal,Normal,Normal,63,61,59,63,25,25
2026-04-21,중구,유천1동,서대전우체국,사회보험료 통합,혼합형,BDP-040,2.844,3410,1584,0.6,36.31628531515939,127.3928326385498,36.3344823,127.3979405,2.075,365.98915085663873,365.98915085663873,386.96967169255174,490.97121771411116,20.98,128.69,128.69,136.07,172.63,7.38,31.009,34.131,38.272,3.704,29.731,29.731,31.916,42.22,0.0,2.185,12.489,Normal,Normal,Normal,58,62,67,58,74,76
2026-04-21,서구,괴정동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,7.712,11723,3492,1.25,36.33805614763952,127.37878675887728,36.3518707,127.3862544,1.675,963.3919094715834,963.3919094715834,1027.3123388905694,1344.1692717536102,63.92,124.92,124.92,133.21,174.3,8.29,29.26,32.93,24.691,38.272,29.247,29.247,31.816,43.387,0.0,2.569,14.14,Normal,Normal,Normal,62,63,62,62,52,58
2026-04-21,중구,중촌동,서대전우체국,사회보험료 통합,혼합형,BDP-040,3.604,6595,1422,1.19,36.342107015119666,127.40877163337778,36.3344823,127.3979405,1.288,460.1043472070306,460.1043472070306,493.78493101590414,660.741357618796,33.68,127.66,127.66,137.01,183.34,9.35,30.458,34.62,18.519,32.099,28.234,28.234,31.148,43.228,0.0,2.914,14.994,Normal,Normal,Normal,65,64,63,65,26,40
2026-04-21,동구,가양1동,대전우체국,사회보험료 통합,혼합형,BDP-040,3.738,6891,1366,1.03,36.34322301192842,127.44313464778686,36.3289462,127.433855,1.792,462.6718603525982,462.6718603525982,497.36071909151156,669.3152175897126,34.69,123.78,123.78,133.06,179.06,9.28,28.913,32.86,27.16,25.926,28.264,28.264,31.027,43.559,0.0,2.763,15.295,Normal,Normal,Normal,64,65,61,64,40,31
2026-04-21,중구,유천2동,서대전우체국,사회보험료 통합,혼합형,BDP-040,3.685,6540,1490,0.7,36.31788541478319,127.39971713333622,36.3344823,127.3979405,1.852,468.3191838155322,468.3191838155322,502.05438251644955,669.2815380136706,33.74,127.09,127.09,136.24,181.62,9.15,30.202,34.211,30.864,8.025,28.117,28.117,30.923,42.941,0.0,2.806,14.824,Normal,Normal,Normal,66,66,64,66,35,45
2026-04-21,동구,삼성동,대전우체국,사회보험료 통합,혼합형,BDP-040,4.443,6432,2022,1.31,36.3387751804416,127.42531778053282,36.3289462,127.433855,1.334,544.5857861562172,544.5857861562172,580.1022705668717,756.159353079139,35.52,122.57,122.57,130.57,170.19,8.0,28.654,31.871,19.753,39.506,27.959,27.959,30.211,41.38,0.0,2.252,13.421,Normal,Normal,Normal,67,67,71,67,70,67
2026-04-21,서구,탄방동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,9.909,14893,4575,1.65,36.34366753339107,127.3897174059272,36.3518707,127.3862544,0.963,1244.8383308013345,1244.8383308013345,1326.6262322097352,1732.0531641175685,81.79,125.63,125.63,133.88,174.8,8.25,29.516,33.193,8.642,48.148,27.204,27.204,29.778,41.277,0.0,2.574,14.073,Normal,Normal,Normal,69,68,72,69,51,60
2026-04-21,서구,둔산2동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,10.829,15091,5327,2.4,36.35476231012607,127.37945811482132,36.3518707,127.3862544,0.688,1365.6973382724302,1365.6973382724302,1451.4763279455722,1876.6872944390043,85.78,126.11,126.11,134.04,173.3,7.93,29.731,33.233,2.469,59.259,27.231,27.231,29.683,40.786,0.0,2.452,13.555,Normal,Normal,Normal,68,69,73,68,57,66
2026-04-21,동구,성남동,대전우체국,사회보험료 통합,혼합형,BDP-040,3.002,5286,1164,0.83,36.3438359096628,127.43324655677736,36.3289462,127.433855,1.657,372.4398987956917,372.4398987956917,399.53728754051326,533.8604697269486,27.1,124.06,124.06,133.09,177.83,9.03,29.016,32.879,23.457,19.753,26.978,26.978,29.682,41.996,0.0,2.704,15.018,Normal,Normal,Normal,70,70,68,70,42,38
2026-04-21,중구,태평2동,서대전우체국,사회보험료 통합,혼합형,BDP-040,4.378,9515,1329,1.0,36.32515544957157,127.39164424851808,36.3344823,127.3979405,1.181,554.7679230228246,554.7679230228246,600.3251452784594,826.1546937481811,45.56,126.72,126.72,137.12,188.71,10.4,30.016,34.701,14.815,23.457,26.32,26.32,29.599,42.878,0.0,3.279,16.558,Normal,Normal,Normal,71,71,65,71,8,5
2026-04-21,서구,갈마2동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,6.529,13564,2136,0.73,36.346573975545475,127.37401179364224,36.3518707,127.3862544,1.245,827.2829959149807,827.2829959149807,893.2409809217556,1220.1981840732337,65.96,126.71,126.71,136.81,186.89,10.1,30.012,34.54,17.284,12.346,25.7,25.7,28.869,41.91,0.0,3.169,16.21,Normal,Normal,Normal,73,72,69,73,11,10
2026-04-21,서구,둔산3동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,3.889,7883,1332,0.75,36.35324728323007,127.39991834934412,36.3518707,127.3862544,1.233,494.46851713419784,494.46851713419784,533.1820733021871,725.0872087824974,38.71,127.15,127.15,137.1,186.45,9.95,30.246,34.683,16.049,13.58,25.74,25.74,28.846,41.664,0.0,3.106,15.924,Normal,Normal,Normal,72,73,70,72,14,16
2026-04-21,서구,월평2동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,4.11,6722,1794,0.55,36.36148640008324,127.37685175494548,36.3518707,127.3862544,1.361,520.9725058812693,520.9725058812693,556.7494613155174,734.0977124007396,35.78,126.76,126.76,135.46,178.61,8.7,30.042,33.865,20.988,1.235,25.35,25.35,28.027,39.776,0.0,2.677,14.426,Normal,Normal,Normal,74,74,76,74,44,52
2026-04-21,중구,목동,서대전우체국,사회보험료 통합,혼합형,BDP-040,2.88,5877,980,0.71,36.333244416031064,127.4099022855791,36.3344823,127.3979405,1.08,366.67179442042556,366.67179442042556,395.479049400773,538.2781285096703,28.81,127.32,127.32,137.32,186.9,10.0,30.312,34.814,12.346,10.494,24.737,24.737,27.888,40.74,0.0,3.151,16.003,Normal,Normal,Normal,76,75,75,76,12,14
2026-04-21,중구,오류동,서대전우체국,사회보험료 통합,혼합형,BDP-040,3.616,4982,1866,0.66,36.32638271246514,127.40464638679131,36.3344823,127.3979405,1.083,467.06589603500515,467.06589603500515,495.83534070547614,638.4469921182992,28.77,129.17,129.17,137.12,176.56,7.95,31.221,34.701,13.58,6.173,25.188,25.188,27.624,38.417,0.0,2.436,13.229,Normal,Normal,Normal,75,76,79,75,58,72
2026-04-21,동구,신인동,대전우체국,사회보험료 통합,혼합형,BDP-040,3.209,6926,976,0.82,36.32259117871861,127.44114624924396,36.3289462,127.433855,0.962,405.1177699010068,405.1177699010068,438.3152219725696,602.8767391256257,33.2,126.24,126.24,136.59,187.87,10.35,29.79,34.383,7.407,18.519,24.186,24.186,27.401,40.774,0.0,3.215,16.588,Normal,Normal,Normal,78,77,74,78,10,4
2026-04-21,동구,대동,대전우체국,사회보험료 통합,혼합형,BDP-040,3.32,6110,1229,0.78,36.32882179453726,127.44516970753368,36.3289462,127.433855,1.014,412.92327707338467,412.92327707338467,443.75548420489554,596.5923577035388,30.83,124.37,124.37,133.66,179.7,9.29,29.096,33.083,11.111,16.667,24.256,24.256,27.047,39.528,0.0,2.791,15.272,Normal,Normal,Normal,77,78,77,77,38,32
2026-04-21,중구,용두동,서대전우체국,사회보험료 통합,혼합형,BDP-040,2.835,5165,1109,0.78,36.33036204222849,127.40586289692028,36.3344823,127.3979405,0.845,359.635259056562,359.635259056562,385.993246186021,516.6511756492296,26.36,126.86,126.86,136.15,182.24,9.29,30.096,34.168,4.938,16.667,23.722,23.722,26.572,38.733,0.0,2.85,15.011,Normal,Normal,Normal,80,79,78,80,32,39
2026-04-21,서구,둔산1동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,4.825,5737,2605,1.07,36.35339498070636,127.3899287194474,36.3518707,127.3862544,0.37,606.697653871264,606.697653871264,641.7436099812332,815.4682589423562,35.05,125.74,125.74,133.0,169.01,7.26,29.56,32.831,1.235,28.395,23.778,23.778,26.068,36.254,0.0,2.29,12.476,Normal,Normal,Normal,79,80,81,79,68,77
2026-04-21,중구,태평1동,서대전우체국,사회보험료 통합,혼합형,BDP-040,2.837,5211,1108,0.7,36.3280713968016,127.3983950421332,36.3344823,127.3979405,0.714,361.19672053965166,361.19672053965166,387.7437592184931,519.3388271620722,26.55,127.32,127.32,136.67,183.06,9.35,30.312,34.431,3.704,8.025,22.762,22.762,25.645,37.78,0.0,2.883,15.018,Normal,Normal,Normal,82,81,80,82,28,37
2026-04-21,동구,중앙동,대전우체국,사회보험료 통합,혼합형,BDP-040,4.886,2746,3182,1.24,36.33113888314285,127.43416166313315,36.3289462,127.433855,0.245,582.4340902559143,582.4340902559143,607.3384810278991,730.7908568420369,24.9,119.2,119.2,124.3,149.57,5.1,27.924,29.067,0.0,37.037,23.25,23.25,24.051,32.229,0.0,0.801,8.979,Normal,Normal,Normal,81,82,82,81,82,82
2026-04-22,유성구,구즉동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,6.819,15084,2078,27.5,36.4610487793129,127.37859881853969,36.354967,127.344751,12.178,920.2138069734206,920.2138069734206,992.313866762355,1349.7176578760918,72.1,134.95,134.95,145.52,197.93,10.57,33.598,39.623,98.765,92.593,52.531,52.531,56.748,68.549,0.0,4.217,16.018,Normal,Normal,Medium,1,1,1,1,3,4
2026-04-22,중구,산성동,서대전우체국,사회보험료 통합,혼합형,BDP-040,8.333,12636,3935,41.6,36.26048562238599,127.40973644048536,36.3344823,127.3979405,8.296,1119.0822101685374,1119.0822101685374,1188.6993929422486,1533.7954320137865,69.62,134.3,134.3,142.65,184.06,8.35,33.342,38.246,86.42,96.296,50.253,50.253,53.686,63.398,0.0,3.433,13.145,Normal,Normal,Normal,3,2,3,3,40,65
2026-04-22,동구,산내동,대전우체국,사회보험료 통합,혼합형,BDP-040,5.251,8289,2247,50.42,36.24934161075709,127.46264937980769,36.3289462,127.433855,9.22,681.0488401265864,681.0488401265864,725.3121095553367,944.7274657594116,44.26,129.7,129.7,138.13,179.91,8.43,31.466,35.38,92.593,98.765,50.421,50.421,53.161,64.07,0.0,2.74,13.649,Normal,Normal,Normal,2,3,2,2,70,53
2026-04-22,유성구,관평동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,9.276,12675,4693,7.2,36.42262206583791,127.3987605326769,36.354967,127.344751,8.942,1240.8982215588076,1240.8982215588076,1313.8637173293596,1675.557520153237,72.97,133.78,133.78,141.64,180.63,7.86,33.134,37.717,91.358,82.716,49.737,49.737,52.945,62.348,0.0,3.208,12.611,Normal,Normal,Normal,5,4,7,5,50,71
2026-04-22,대덕구,오정동,대전대덕우체국,사회보험료 통합,혼합형,BDP-040,7.615,7509,4629,3.06,36.352134022277255,127.4158434789732,36.4474738,127.4003943,10.691,1028.5234816403174,1028.5234816403174,1079.5169862270839,1332.2944723323478,50.99,135.07,135.07,141.76,174.96,6.69,33.656,37.786,97.531,65.432,49.609,49.609,52.5,60.806,0.0,2.891,11.197,Normal,Normal,Normal,6,5,15,6,67,79
2026-04-22,유성구,진잠동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,7.592,11811,3413,40.4,36.298709622346934,127.29164124676134,36.354967,127.344751,7.859,1003.9505208564741,1003.9505208564741,1067.9087605853365,1384.9531211444516,63.96,132.24,132.24,140.66,182.42,8.42,32.525,37.056,83.951,95.062,49.064,49.064,52.236,62.414,0.0,3.172,13.35,Normal,Normal,Normal,8,6,6,8,52,58
2026-04-22,서구,기성동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,1.272,1832,533,49.16,36.23367009769695,127.32510895577362,36.3518707,127.3862544,14.24,156.29541445114714,156.29541445114714,166.2311236575817,215.48295712594134,9.94,122.87,122.87,130.68,169.4,7.81,28.709,31.918,100.0,97.531,49.849,49.849,52.096,63.028,0.0,2.247,13.179,Normal,Normal,Normal,4,7,4,4,81,64
2026-04-22,대덕구,대화동,대전대덕우체국,사회보험료 통합,혼합형,BDP-040,4.622,3374,3203,3.18,36.369581615188885,127.4072683699094,36.4474738,127.4003943,8.683,640.3662589223222,640.3662589223222,667.9971931509565,804.965188381993,27.63,138.55,138.55,144.53,174.16,5.98,35.632,39.177,87.654,66.667,49.14,49.14,51.621,58.778,0.0,2.481,9.638,Normal,Normal,Normal,7,8,21,7,79,81
2026-04-22,유성구,노은2동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,4.377,9538,1358,10.4,36.40052956555536,127.31302876843688,36.354967,127.344751,5.808,588.8616194273139,588.8616194273139,634.6373012511241,861.5497652981628,45.78,134.54,134.54,144.99,196.84,10.45,33.43,39.385,75.309,86.42,47.105,47.105,51.273,62.916,0.0,4.168,15.811,Normal,Normal,Normal,12,9,5,12,4,7
2026-04-22,서구,관저2동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,10.197,19599,3739,4.62,36.29134224245876,127.33262654645571,36.3518707,127.3862544,8.269,1360.5386700004053,1360.5386700004053,1458.585004655699,1944.6058458753935,98.05,133.43,133.43,143.04,190.7,9.61,33.01,38.447,85.185,71.605,47.304,47.304,51.11,62.109,0.0,3.806,14.805,Normal,Normal,Normal,10,10,8,10,18,32
2026-04-22,유성구,전민동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,6.442,11507,2618,9.01,36.39354358872492,127.39578592619606,36.354967,127.344751,6.267,865.8896792924021,865.8896792924021,925.2308600707903,1219.388216409302,59.34,134.41,134.41,143.62,189.29,9.21,33.383,38.754,76.543,85.185,47.195,47.195,50.955,61.521,0.0,3.76,14.326,Normal,Normal,Normal,11,11,11,11,24,42
2026-04-22,유성구,신성동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,7.073,12292,2937,31.0,36.403489115696104,127.3538295503692,36.354967,127.344751,5.456,947.2408997298112,947.2408997298112,1011.2201451863829,1328.3686322433168,63.98,133.92,133.92,142.97,187.81,9.05,33.204,38.407,71.605,93.827,46.946,46.946,50.589,61.129,0.0,3.643,14.183,Normal,Normal,Normal,15,12,14,15,31,49
2026-04-22,유성구,노은3동,대전유성우체국,사회보험료 통합,혼합형,BDP-040,6.927,14202,2407,9.0,36.38611443769143,127.29799680363348,36.354967,127.344751,5.433,937.8987572115245,937.8987572115245,1007.6755835158255,1353.5629839707874,69.78,135.4,135.4,145.47,195.4,10.07,33.832,39.586,70.37,83.951,46.152,46.152,50.179,61.295,0.0,4.027,15.143,Normal,Normal,Normal,19,13,12,19,10,19
2026-04-22,서구,정림동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,3.744,6773,1444,6.04,36.2942818883227,127.36594968910964,36.3518707,127.3862544,6.657,494.27581393506165,494.27581393506165,528.7966268523018,699.9181133679513,34.52,132.02,132.02,141.24,186.94,9.22,32.43,37.425,80.247,79.012,46.652,46.652,50.148,61.182,0.0,3.496,14.53,Normal,Normal,Normal,16,14,13,16,35,36
2026-04-22,대덕구,비래동,대전대덕우체국,사회보험료 통합,혼합형,BDP-040,4.064,6952,1558,3.35,36.36472076902099,127.45496959210804,36.4474738,127.4003943,10.418,519.3736231251481,519.3736231251481,555.1253716861452,732.3486709739848,35.75,127.8,127.8,136.6,180.2,8.8,30.513,34.387,96.296,67.901,47.408,47.408,50.12,61.768,0.0,2.712,14.36,Normal,Normal,Normal,9,15,10,9,73,41
2026-04-22,동구,대청동,대전우체국,사회보험료 통합,혼합형,BDP-040,0.663,1211,227,63.59,36.36963029740453,127.49217981860151,36.3289462,127.433855,6.91,83.42683579138534,83.42683579138534,89.46808308054091,119.41486385326866,6.04,125.83,125.83,134.94,180.11,9.11,29.596,33.598,81.481,100.0,47.013,47.013,49.815,62.004,0.0,2.802,14.991,Normal,Normal,Normal,14,16,9,14,69,24
2026-04-22,대덕구,회덕동,대전대덕우체국,사회보험료 통합,혼합형,BDP-040,4.141,5469,2075,16.83,36.3968631240258,127.43366288251433,36.4474738,127.4003943,6.366,543.3672822822928,543.3672822822928,575.0607242498794,732.1667841590993,31.69,131.22,131.22,138.87,176.81,7.65,32.108,35.873,77.778,90.123,47.044,47.044,49.679,59.706,0.0,2.635,12.662,Normal,Normal,Normal,13,17,18,13,74,70
2026-04-22,서구,가수원동,대전둔산우체국,사회보험료 통합,혼합형,BDP-040,3.015,4805,1305,4.89,36.29000299471265,127.35158403300764,36.3518707,127.3862544,7.548,395.1818957966826,395.1818957966826,420.85089505728104,548.0934753920283,25.67,131.07,131.07,139.59,181.79,8.52,32.061,36.355,82.716,72.84,46.27,46.27,49.276,59.829,0.0,3.006,13.559,Normal,Normal,Normal,17,18,17,17,62,54
